frequency,word,definitions
1,LITTLE,['not much']
1,LIVES,"['a characteristic state or mode of living', 'the experience of being alive; the course of human events and activities', 'the course of existence of an individual; the actions and events that occur in living', 'the condition of living or the state of being alive', 'the period during which something is functional (as between birth and death', 'the period between birth and the present time', 'the period from the present until death', 'a living person', 'animation and energy in action or expression', 'living things collectively', 'the organic phenomenon that distinguishes living organisms from nonliving ones', ""an account of the series of events making up a person's life"", 'a motive for living', 'a prison term lasting as long as the prisoner lives']"
1,LIVES,"['be an inhabitant of or reside in', 'lead a certain kind of life; live in a certain style', 'continue to live and avoid dying', 'support oneself', 'have life, be alive', 'have firsthand knowledge of states, situations, emotions, or sensations', 'pursue a positive and satisfying existence']"
1,LIVING,"['the experience of being alive; the course of human events and activities', 'people who are still living', 'the condition of living or the state of being alive', 'the financial means whereby one lives']"
1,LIVING,"['pertaining to living persons', 'true to life; lifelike', '(informal', 'still in existence', 'still in active use', '(used of minerals or stone']"
1,LIVING,"['be an inhabitant of or reside in', 'lead a certain kind of life; live in a certain style', 'continue to live and avoid dying', 'support oneself', 'have life, be alive', 'have firsthand knowledge of states, situations, emotions, or sensations', 'pursue a positive and satisfying existence']"
1,LONGER,['a person with a strong desire for something']
1,LONGER,"['primarily temporal sense; being or indicating a relatively great or greater than average duration or passage of time or a duration as specified', 'primarily spatial sense; of relatively great or greater than average spatial extension or extension as specified', 'of relatively great height', 'good at remembering', 'holding securities or commodities in expectation of a rise in prices', '(of speech sounds or syllables', 'involving substantial risk', 'planning prudently for the future', 'having or being more than normal or necessary']"
1,LONGER,"['for an extended time or at a distant time', 'for an extended distance', 'for more time']"
1,LONGEVITY,"['duration of service', 'the property of being long-lived']"
1,LOOKING,"['the act of directing the eyes toward something and perceiving it visually', 'the act of searching visually']"
1,LOOKING,['appearing to be as specified; usually used as combining forms']
1,LOOKING,"[""perceive with attention; direct one's gaze towards"", 'give a certain impression or have a certain outward aspect', 'have a certain outward or facial expression', 'search or seek', 'be oriented in a certain direction, often with respect to another reference point; be opposite to', 'take charge of or deal with', ""convey by one's expression"", 'look forward to the probable occurrence of', 'accord in appearance with', 'have faith or confidence in']"
1,LOVING,['feeling or showing love and affection']
1,LOVING,"['have a great affection or liking for', 'get pleasure from', 'be enamored or in love with', 'have sexual intercourse with']"
1,LOYALTY,"['the quality of being loyal', 'feelings of allegiance', 'the act of binding yourself (intellectually or emotionally']"
1,LUCKY,"['occurring by chance', 'having or bringing good fortune', 'presaging or likely to bring good luck or a good outcome']"
1,LUXURIES,"['something that is an indulgence rather than a necessity', 'the quality possessed by something that is excessively expensive', 'wealth as evidenced by sumptuous living']"
1,MACHINE,"['any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks', 'an efficient person', 'an intricate organization that accomplishes its goals efficiently', 'a device for overcoming resistance at one point by applying force at some other point', 'a group that controls the activities of a political party', 'a motor vehicle with four wheels; usually propelled by an internal combustion engine']"
1,MACHINE,"['turn, shape, mold, or otherwise finish by machinery', 'make by machinery']"
1,MAINLY,['for the most part']
1,MAINTENANCE,"['activity involved in maintaining something in good working order', 'means of maintenance of a family or group', 'court-ordered support paid by one spouse to another after they are separated', 'the act of sustaining life by food or providing a means of subsistence', 'the unauthorized interference in a legal action by a person having no interest in it (as by helping one party with money or otherwise to continue the action']"
1,MAJORITY,"['the property resulting from being or relating to the greater in number of two parts; the main part', '(elections', 'the age at which persons are considered competent to manage their own affairs']"
1,MAKES,"['a recognizable kind', 'the act of mixing cards haphazardly']"
1,MAKES,"['engage in', 'give certain properties to something', 'make or cause to be or to become', 'cause to do; cause to act in a specified manner', 'give rise to; cause to happen or occur, not always intentionally', 'create or manufacture a man-made product', 'make, formulate, or derive in the mind', 'compel or make somebody or something to act in a certain way', 'create by artistic means', 'earn on some commercial or business transaction; earn as salary or wages', 'create or design, often in a certain way', 'to compose or represent', 'reach a goal', 'be or be capable of being changed or made into', 'make by shaping or bringing together constituents', 'perform or carry out', 'make by combining materials and parts', 'change from one form into another', 'act in a certain way so as to acquire', 'charge with a function; charge to be', 'achieve a point or goal', 'reach a destination, either real or abstract', 'institute, enact, or establish', 'carry out or commit', 'form by assembling individuals or constituents', 'organize or be responsible for', 'put in order or neaten', 'head into a specified direction', 'have a bowel movement', 'undergo fabrication or creation', 'be suitable for', 'add up to', 'amount to', 'constitute the essence of', 'appear to begin an activity', 'proceed along a path', 'reach in time', 'gather and light the materials for', 'prepare for eating by applying heat', 'induce to have sex', 'assure the success of', 'represent fictitiously, as in a play, or pretend to be or act like', 'consider as being', 'calculate as being', 'cause to be enjoyable or pleasurable', 'favor the development of', 'develop into', 'behave in a certain way', 'eliminate urine']"
1,MAKING,"['the act that results in something coming to be', 'an attribute that must be met or complied with and that fits a person for something', '(usually plural']"
1,MAKING,"['engage in', 'give certain properties to something', 'make or cause to be or to become', 'cause to do; cause to act in a specified manner', 'give rise to; cause to happen or occur, not always intentionally', 'create or manufacture a man-made product', 'make, formulate, or derive in the mind', 'compel or make somebody or something to act in a certain way', 'create by artistic means', 'earn on some commercial or business transaction; earn as salary or wages', 'create or design, often in a certain way', 'to compose or represent', 'reach a goal', 'be or be capable of being changed or made into', 'make by shaping or bringing together constituents', 'perform or carry out', 'make by combining materials and parts', 'change from one form into another', 'act in a certain way so as to acquire', 'charge with a function; charge to be', 'achieve a point or goal', 'reach a destination, either real or abstract', 'institute, enact, or establish', 'carry out or commit', 'form by assembling individuals or constituents', 'organize or be responsible for', 'put in order or neaten', 'head into a specified direction', 'have a bowel movement', 'undergo fabrication or creation', 'be suitable for', 'add up to', 'amount to', 'constitute the essence of', 'appear to begin an activity', 'proceed along a path', 'reach in time', 'gather and light the materials for', 'prepare for eating by applying heat', 'induce to have sex', 'assure the success of', 'represent fictitiously, as in a play, or pretend to be or act like', 'consider as being', 'calculate as being', 'cause to be enjoyable or pleasurable', 'favor the development of', 'develop into', 'behave in a certain way', 'eliminate urine']"
1,MANNER,"['how something is done or how it happens', 'a way of acting or behaving', 'a kind']"
1,MARKER,"['some conspicuous object used to distinguish or mark something', 'a distinguishing symbol', 'a writing implement for making a mark']"
1,MARKET,"['the world of commercial activity where goods and services are bought and sold', 'the customers for a particular product or service', 'a marketplace where groceries are sold', 'the securities markets in the aggregate', 'an area in a town where a public mercantile establishment is set up']"
1,MARKET,"['engage in the commercial promotion, sale, or distribution of', 'buy household supplies', 'deal in a market', 'make commercial']"
1,MASSES,"['the property of a body that causes it to have weight in a gravitational field', 'an ill-structured collection of similar things (objects or people', '(Roman Catholic Church and Protestant Churches', 'a body of matter without definite shape', 'the common people generally', 'the property of something that is great in magnitude', 'a musical setting for a Mass', 'a sequence of prayers constituting the Christian Eucharistic rite', 'the common people generally']"
1,MASSES,['join together into a mass or collect or form a mass']
1,MATERIAL,"['the tangible substance that goes into the makeup of a physical object', 'information (data or ideas or observations', 'artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers', 'things needed for doing or making something', 'a person judged suitable for admission or employment']"
1,MATERIAL,"['concerned with worldly rather than spiritual interests', 'derived from or composed of matter', 'directly relevant to a matter especially a law case', 'concerned with or affecting physical as distinct from intellectual or psychological well-being', 'having material or physical form or substance', 'having substance or capable of being treated as fact; not imaginary']"
1,MATERIALISM,"['a desire for wealth and material possessions with little interest in ethical or spiritual matters', '(philosophy']"
1,MATERIALISTIC,"['marked by materialism', 'conforming to the standards and conventions of the middle class']"
1,MATERNITY,"['the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus', 'the kinship relation between an offspring and the mother', 'the quality of having or showing the tenderness and warmth and affection of or befitting a mother']"
1,MEANINGFULLY,['in a meaningful manner; so as to be meaningful']
1,MEASURED,"['having notes of fixed rhythmic value', 'the rhythmic arrangement of syllables', 'carefully thought out in advance', 'unhurried and with care and dignity']"
1,MEASURED,"['determine the measurements of something or somebody, take measurements of', 'express as a number or measure or quantity', 'have certain dimensions', 'evaluate or estimate the nature, quality, ability, extent, or significance of']"
1,MEDIA,"['a means or instrumentality for storing or communicating information', 'the surrounding environment', 'an intervening substance through which signals can travel as a means for communication', '(bacteriology', 'solid or liquid', 'a liquid with which pigment is mixed by a painter', '(biology', 'an intervening substance through which something is achieved', 'a state that is intermediate between extremes; a middle position', 'someone who serves as an intermediary between the living and the dead', '(usually plural', 'an occupation for which you are especially well suited']"
1,MEDICAL,['a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person']
1,MEDICAL,"['relating to the study or practice of medicine', 'requiring or amenable to treatment by medicine especially as opposed to surgery', 'of or belonging to Aesculapius or the healing art']"
1,MEDICALLY,['involving medical practice']
1,MEMBERS,"['one of the persons who compose a social group (especially individuals who have joined and participate in a group organization', 'anything that belongs to a set or class', 'an external body part that projects from the body', 'an organization that is a member of another organization (especially a state that belongs to a group of nations', ""the male sex organ (`member' is a euphemism""]"
1,MEMORIES,"['something that is remembered', 'the cognitive processes whereby past experience is remembered', 'the power of retaining and recalling past experience', 'an electronic memory device', 'the area of cognitive psychology that studies memory processes']"
1,MENTAL,"['involving the mind or an intellectual process', 'of or relating to the mind', 'of or relating to the chin- or liplike structure in insects and certain mollusks', 'of or relating to the chin or median part of the lower jaw', 'affected by a disorder of the mind']"
1,MIGHT,['physical strength']
1,MINDFUL,['bearing in mind; attentive to']
1,MINUTES,"['a unit of time equal to 60 seconds or 1/60th of an hour', 'an indefinitely short time', 'a particular point in time', 'a unit of angular distance equal to a 60th of a degree', 'a short note', 'distance measured by the time taken to cover it', 'a written account of what transpired at a meeting']"
1,MISLED,"['lead someone in the wrong direction or give someone wrong directions', 'give false or misleading information to']"
1,MISUSED,['used incorrectly or carelessly or for an improper purpose']
1,MISUSED,"['apply to a wrong thing or person; apply badly or incorrectly', 'change the inherent purpose or function of something']"
1,MOBILE,"['a river in southwestern Alabama; flows into Mobile Bay', 'a port in southwestern Alabama on Mobile Bay', 'sculpture suspended in midair whose delicately balanced parts can be set in motion by air currents']"
1,MOBILE,"['migratory', 'moving or capable of moving readily (especially from place to place', 'having transportation available', 'capable of changing quickly from one state or condition to another', 'affording change (especially in social status']"
1,MODER,['relating to a recently developed fashion or style']
1,MONEY,"['the most common medium of exchange; functions as legal tender', 'wealth reckoned in terms of money', 'the official currency issued by a government or national bank']"
1,MONOTONOUS,"['tediously repetitious or lacking in variety', 'sounded or spoken in a tone unvarying in pitch']"
1,MORAL,['the significance of a story or event']
1,MORAL,"['concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles', 'psychological rather than physical or tangible in effect']"
1,MORALE,"['a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose', 'the spirit of a group that makes the members want the group to succeed']"
1,MORALS,"['the significance of a story or event', 'motivation based on ideas of right and wrong']"
1,MOTIVATED,['provided with a motive or given incentive for action']
1,MOTIVATED,['give an incentive for action']
1,MOTIVES,"['a design or figure that consists of recurring shapes or colors, as in architecture or decoration', 'a theme that is repeated or elaborated in a piece of music', 'a unifying idea that is a recurrent element in literary or artistic work', 'the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior', 'a theme that is repeated or elaborated in a piece of music', 'a design or figure that consists of recurring shapes or colors, as in architecture or decoration']"
1,MOUTH,"['the opening through which food is taken in and vocalizations emerge', 'the externally visible part of the oral cavity on the face and the system of organs surrounding the opening', 'an opening that resembles a mouth (as of a cave or a gorge', 'the point where a stream issues into a larger body of water', 'a person conceived as a consumer of food', 'a spokesperson (as a lawyer', 'an impudent or insolent rejoinder', 'the opening of a jar or bottle']"
1,MOUTH,"['express in speech', 'articulate silently; form words with the lips only', 'touch with the mouth']"
1,MUSCLES,"['one of the contractile organs of the body', 'animal tissue consisting predominantly of contractile cells', 'a bully employed as a thug or bodyguard', 'authority or power or force (especially when used in a coercive way', 'possessing muscular strength']"
1,MUSCLES,"[""make one's way by force""]"
1,OBJECTIVE,"['the goal intended to be attained (and which is believed to be attainable', 'the lens or system of lenses in a telescope or microscope that is nearest the object being viewed']"
1,OBJECTIVE,"['undistorted by emotion or personal bias; based on observable phenomena', 'serving as or indicating the object of a verb or of certain prepositions and used for certain other purposes', 'emphasizing or expressing things as perceived without distortion of personal feelings or interpretation', 'belonging to immediate experience of actual things or events']"
1,OBJECTIVITY,['judgment based on observable phenomena and uninfluenced by emotions or personal prejudices']
1,OBLIVIOUS,"[""(followed by `to' or `of'"", 'failing to keep in mind']"
1,OBSERVING,['quick to notice; showing quick and keen perception']
1,OBSERVING,"['discover or determine the existence, presence, or fact of', 'make mention of', 'observe with care or pay close attention to', 'watch attentively', 'show respect towards', 'behave as expected during of holidays or rites', 'follow with the eyes or the mind', 'stick to correctly or closely', ""conform one's action or practice to""]"
1,OBSESS,"['haunt like a ghost; pursue', 'be preoccupied with something']"
1,OBSESSED,"['having or showing excessive or compulsive concern with something', 'influenced or controlled by a powerful force such as a strong emotion']"
1,OBSESSED,"['haunt like a ghost; pursue', 'be preoccupied with something']"
1,OBSESSIONS,"['an irrational motive for performing trivial or repetitive actions, even against your will', 'an unhealthy and compulsive preoccupation with something or someone']"
1,OBTAINING,"['come into possession of', 'receive a specified treatment (abstract', 'be valid, applicable, or true']"
1,OCCUPIED,"['held or filled or in use', 'seized and controlled as by military invasion', 'resided in; having tenants', 'or tenanted', 'having ones attention or mind or energy engaged']"
1,OCCUPIED,"['keep busy with', 'live (in a certain place', 'occupy the whole of', 'be on the mind of', ""march aggressively into another's territory by military force for the purposes of conquest and occupation"", 'require (time or space', ""consume all of one's attention or time"", 'assume, as of positions or roles']"
1,ONLINE,"['on a regular route of a railroad or bus or airline system', 'connected to a computer network or accessible by computer', 'being in progress now']"
1,ORDER,"['(often plural', 'e.g., a military or law enforcement officer', 'a degree in a continuum of size or quantity', 'established customary state (especially of society', 'logical or comprehensible arrangement of separate elements', 'a condition of regular or proper arrangement', 'a legally binding command or decision entered on the court record (as if issued by a court or judge', 'a commercial document used to request someone to supply something in return for payment and providing specifications and quantities', 'a formal association of people with similar interests', 'a body of rules followed by an assembly', '(usually plural', 'a group of person living under a religious rule', '(biology', 'a request for something to be made, supplied, or served', '(architecture', 'the act of putting things in a sequential arrangement']"
1,ORDER,"['give instructions to or direct somebody to do something with authority', 'make a request for something', 'issue commands or orders for', 'bring into conformity with rules or principles or usage; impose regulations', 'bring order to or into', 'place in a certain order', 'appoint to a clerical posts', 'arrange thoughts, ideas, temporal events', 'assign a rank or rating to']"
1,ORGANISATIONS,"['the persons (or committees or departments etc.', 'a group of people who work together', 'an organized structure for arranging or classifying', 'an ordered manner; orderliness by virtue of being methodical and well organized', 'the act of organizing a business or an activity related to a business', 'the activity or result of distributing or disposing persons or things properly or methodically', 'the act of forming or establishing something']"
1,ORGANS,"['a fully differentiated structural and functional unit in an animal that is specialized for some particular function', 'a government agency or instrument devoted to the performance of some specific function', '(music', 'a periodical that is published by a special interest group', 'wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard', 'a free-reeded instrument with a piano keyboard in which air is forced through the reeds by bellows', 'edible viscera of a butchered animal']"
1,OTHER,"['not the same one or ones already mentioned or implied', 'recently past', 'belonging to the distant past', 'very unusual; different in character or quality from the normal or expected']"
1,OTHERWISE,['other than as supposed or expected']
1,OTHERWISE,"['in other respects or ways', 'in another and different manner']"
1,OUTCOMES,"['something that results', 'a phenomenon that follows and is caused by some previous phenomenon']"
1,OVERSHADOW,"['be greater in significance than', 'make appear small by comparison', 'cast a shadow upon']"
1,OWNING,['have ownership or possession of']
1,PARENTS,"['a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian', 'an organism (plant or animal']"
1,PARENTS,['look after a child until it is an adult']
1,PARTICULARLY,"['to a distinctly greater extent or degree than is common', 'or specially', 'specifically or especially distinguished from others', 'uniquely or characteristically']"
1,PARTS,"['something determined in relation to something that includes it', 'something less than the whole of a human artifact', 'a portion of a natural object', 'that which concerns a person with regard to a particular role or situation', 'the extended spatial location of something', 'the actions and activities assigned to or required or expected of a person or group', ""an actor's portrayal of someone in a play"", 'assets belonging to or due to or contributed by an individual person or group', 'one of the portions into which something is regarded as divided and which together constitute a whole', 'a line of scalp that can be seen when sections of hair are combed in opposite directions', 'the melody carried by a particular voice or instrument in polyphonic music', 'the effort contributed by a person in bringing about a result', 'an item that is an instance of some type', 'the local environment']"
1,PARTS,"[""go one's own way; move apart"", 'discontinue an association or relation; go different ways', 'come apart', 'force, take, or pull apart']"
1,PASSED,"['go across or through', 'move past', 'make laws, bills, etc. or bring into effect by legislation', 'pass by', 'place into the hands or custody of', 'stretch out over a distance, space, time, or scope; run or extend between two points or beyond a certain point', 'travel past', 'come to pass', 'go unchallenged; be approved', 'use up a period of time in a specific way', 'pass over, across, or through', 'transmit information', 'disappear gradually', 'go successfully through a test or a selection process', 'be superior or better than some standard', 'accept or judge as acceptable', 'allow to go without comment or censure', 'transfer to another; of rights or property', 'pass into a specified state or condition', 'throw (a ball', 'be inherited by', 'cause to pass', 'grant authorization or clearance for', 'pass from physical life and lose all bodily attributes and functions necessary to sustain life', 'eliminate from the body']"
1,PASTOR,"['a person authorized to conduct religious worship', 'only the rose-colored starlings; in some classifications considered a separate genus']"
1,PATTERNS,"['a perceptual structure', 'a customary way of operation or behavior', 'a decorative or artistic work', 'something regarded as a normative example', 'a model considered worthy of imitation', 'something intended as a guide for making something else', 'the path that is prescribed for an airplane that is preparing to land at an airport', 'graphical representation (in polar or Cartesian coordinates']"
1,PATTERNS,"['plan or create according to a model or models', 'form a pattern']"
1,PEOPLE,"['(plural', 'men or women or children', 'the body of citizens of a state or country', 'members of a family line', 'the common people generally']"
1,PEOPLE,"['fill with people', 'furnish with people']"
1,PERIOD,"['an amount of time', 'the interval taken to complete one cycle of a regularly repeating phenomenon', '(ice hockey', 'a unit of geological time during which a system of rocks formed', 'the end or completion of something', 'the monthly discharge of blood from the uterus of nonpregnant women from puberty to menopause', 'a punctuation mark (.']"
1,PERSONAL,['a short newspaper article about a particular person or group']
1,PERSONAL,"['concerning or affecting a particular person or his or her private life and personality', 'particular to a given individual', 'of or arising from personality', ""intimately concerning a person's body or physical being"", 'indicating grammatical person']"
1,PERSPECTIVE,"['a way of regarding situations or topics etc.', 'the appearance of things relative to one another as determined by their distance from the viewer']"
1,PERSPECTIVES,"['a way of regarding situations or topics etc.', 'the appearance of things relative to one another as determined by their distance from the viewer']"
1,PHILOSOPHER,"['a specialist in philosophy', 'a wise person who is calm and rational; someone who lives a life of reason with equanimity']"
1,PHONES,"['electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds', '(phonetics', 'electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear']"
1,PHONES,['get or try to get into communication (with someone']
1,PHYSICAL,"['involving the body as distinguished from the mind or spirit', 'relating to the sciences dealing with matter and energy; especially physics', 'having substance or material existence; perceptible to the senses', 'according with material things or natural laws (other than those peculiar to living matter', 'characterized by energetic bodily activity', 'impelled by physical force especially against resistance', 'concerned with material things']"
1,PLACE,"['a point located with respect to surface features of some region', 'any area set aside for a particular purpose', 'an abstract mental location', 'a general vicinity', 'the post or function properly or customarily occupied or served by another', 'a particular situation', 'where you live at a particular time', 'a job in an organization', 'the particular portion of space occupied by something', 'proper or designated social situation', 'a space reserved for sitting (as in a theater or on a train or airplane', 'the passage that is being read', 'proper or appropriate position or location', 'a public square with room for pedestrians', 'an item on a list or in a sequence', 'a blank area']"
1,PLACE,"['put into a certain place or abstract location', 'place somebody in a particular situation or location', 'assign a rank or rating to', 'assign a location to', 'to arrange for', 'intend (something', 'recognize as being; establish the identity of someone or something', 'assign to (a job or a home', 'locate', 'estimate', 'identify the location or place of', 'make an investment', 'assign to a station', 'finish second or better in a horse or dog race', 'sing a note with the correct pitch']"
1,PLACED,"['situated in a particular spot or position', 'put in position in relation to other things']"
1,PLACED,"['put into a certain place or abstract location', 'place somebody in a particular situation or location', 'assign a rank or rating to', 'assign a location to', 'to arrange for', 'intend (something', 'recognize as being; establish the identity of someone or something', 'assign to (a job or a home', 'locate', 'estimate', 'identify the location or place of', 'make an investment', 'assign to a station', 'finish second or better in a horse or dog race', 'sing a note with the correct pitch']"
1,PLATFORMS,"['a raised horizontal surface', 'a document stating the aims and principles of a political party', 'the combination of a particular computer and a particular operating system', 'any military structure or vehicle bearing weapons', ""a woman's shoe with a very high thick sole""]"
1,PLAYED,['(of games']
1,PLAYED,"['participate in games or sport', 'act or have an effect in a specified way or with a specific effect or outcome', 'play on an instrument', 'play a role or part', 'be at play; be engaged in playful activity; amuse oneself in a way characteristic of children', 'replay (as a melody', 'perform music on (a musical instrument', 'pretend to have certain qualities or state of mind', 'move or seem to move quickly, lightly, or irregularly', 'bet or wager (money', 'engage in recreational activities rather than work; occupy oneself in a diversion', 'pretend to be somebody in the framework of a game or playful activity', 'emit recorded sound', 'perform on a certain location', 'put (a card or piece', 'engage in an activity as if it were a game rather than take it seriously', 'behave in a certain way', 'cause to emit recorded audio or video', ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", 'consider not very seriously', 'be received or accepted or interpreted in a specific way', 'behave carelessly or indifferently', 'cause to move or operate freely within a bounded space', 'perform on a stage or theater', 'be performed or presented for public viewing', 'cause to happen or to occur as a consequence', 'discharge or direct or be discharged or directed as if in a continuous stream', 'make bets', 'stake on the outcome of an issue', 'shoot or hit in a particular manner', 'use or move', 'employ in a game or in a specific position', 'contend against an opponent in a sport, game, or battle', 'exhaust by allowing to pull on the line']"
1,PLAYS,"['a dramatic work intended for performance by actors on a stage', 'a theatrical performance of a drama', 'a preset plan of action in team sports', 'a deliberate coordinated movement requiring dexterity and skill', 'a state in which action is feasible', 'utilization or exercise', 'an attempt to get something', 'activity by children that is guided more by imagination than by fixed rules', '(in games or plays or other performances', 'the removal of constraints', 'a weak and tremulous light', ""verbal wit or mockery (often at another's expense but not to be taken seriously"", 'movement or space for movement', 'gay or light-hearted recreational activity for diversion or amusement', 'the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize', 'the act using a sword (or other weapon']"
1,PLAYS,"['participate in games or sport', 'act or have an effect in a specified way or with a specific effect or outcome', 'play on an instrument', 'play a role or part', 'be at play; be engaged in playful activity; amuse oneself in a way characteristic of children', 'replay (as a melody', 'perform music on (a musical instrument', 'pretend to have certain qualities or state of mind', 'move or seem to move quickly, lightly, or irregularly', 'bet or wager (money', 'engage in recreational activities rather than work; occupy oneself in a diversion', 'pretend to be somebody in the framework of a game or playful activity', 'emit recorded sound', 'perform on a certain location', 'put (a card or piece', 'engage in an activity as if it were a game rather than take it seriously', 'behave in a certain way', 'cause to emit recorded audio or video', ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", 'consider not very seriously', 'be received or accepted or interpreted in a specific way', 'behave carelessly or indifferently', 'cause to move or operate freely within a bounded space', 'perform on a stage or theater', 'be performed or presented for public viewing', 'cause to happen or to occur as a consequence', 'discharge or direct or be discharged or directed as if in a continuous stream', 'make bets', 'stake on the outcome of an issue', 'shoot or hit in a particular manner', 'use or move', 'employ in a game or in a specific position', 'contend against an opponent in a sport, game, or battle', 'exhaust by allowing to pull on the line']"
1,PLEASANT,"['affording pleasure; being in harmony with your taste or likings', '(of persons']"
1,POINTS,"['a geometric element that has position but no extension', 'the precise location of something; a spatially limited location', 'a brief version of the essential meaning of something', 'an isolated fact that is considered separately from the whole', 'a specific identifiable position in a continuum or series or especially in a process', 'an instant of time', 'the object of an activity', 'a V shape', 'a very small circular shape', 'the unit of counting in scoring a game or contest', 'a promontory extending out into a large body of water', 'a distinct part that can be specified separately in a group of things that could be enumerated on a list', 'a style in speech or writing that arrests attention and has a penetrating or convincing quality or effect', 'an outstanding characteristic', 'sharp end', 'any of 32 horizontal directions indicated on the card of a compass', 'a linear unit used to measure the size of type; approximately 1/72 inch', 'one percent of the total principal of a loan; it is paid at the time the loan is made and is independent of the interest on the loan', 'a punctuation mark (.', 'a V-shaped mark at one end of an arrow pointer', 'the dot at the left of a decimal fraction', 'the property of a shape that tapers to a sharp tip', 'a distinguishing or individuating characteristic', ""the gun muzzle's direction"", 'a wall socket', 'a contact in the distributor; as the rotor turns its projecting arm contacts them and current flows to the spark plugs']"
1,POINTS,"['indicate a place, direction, person, or thing; either spatially or figuratively', 'be oriented', 'direct into a position for use', 'direct the course; determine the direction of travelling', 'be a signal for or a symptom of', 'sail close to the wind', 'mark (Hebrew words', 'mark with diacritics', 'mark (a psalm text', 'be positionable in a specified manner', 'intend (something', 'indicate the presence of (game', 'give a point to', 'repair the joints of bricks']"
1,POLICIES,"['a plan of action adopted by an individual or social group', 'a line of argument rationalizing the course of action of a government', 'written contract or certificate of insurance']"
1,POLITICAL,"['involving or characteristic of politics or parties or politicians', 'of or relating to your views about social relationships involving authority or power', 'of or relating to the profession of governing']"
1,POPULAR,"['regarded with great favor, approval, or affection especially by the general public', 'carried on by or for the people (or citizens', 'representing or appealing to or adapted for the benefit of the people at large', '(of music or art', 'especially among young people']"
1,POSITIVE,"['the primary form of an adjective or adverb; denotes a quality without qualification, comparison, or relation to increase or diminution', 'a film showing a photographic image whose tones correspond to those of the original subject']"
1,POSITIVE,"['characterized by or displaying affirmation or acceptance or certainty etc.', 'persuaded of; very sure', 'involving advantage or good', 'or positive', 'indicating existence or presence of a suspected condition or pathogen', 'formally laid down or imposed', 'impossible to deny or disprove', 'of or relating to positivism', 'reckoned, situated or tending in the direction which naturally or arbitrarily is taken to indicate increase or progress or onward motion', 'greater than zero', 'having a positive charge', 'marked by excessive confidence']"
1,POSSESSIONS,"['the act of having and controlling property', 'anything owned or possessed', 'being controlled by passion or the supernatural', 'a mania restricted to one thing or idea', 'a territory that is controlled by a ruling state', 'the trait of resolutely controlling your own behavior', '(sport', 'or puck']"
1,POSSIBLE,"['something that can be done', 'an applicant who might be suitable']"
1,POSSIBLE,"['capable of happening or existing', 'existing in possibility']"
1,POTENTIAL,"['the inherent capacity for coming into being', 'the difference in electrical charge between two points in a circuit expressed in volts']"
1,POTENTIAL,"['existing in possibility', 'expected to become or be; in prospect']"
1,POWER,"['possession of controlling influence', '(physics', '= joules/second', 'possession of the qualities (especially mental qualities', '(of a government or government official', 'one possessing or exercising power or influence or authority', 'a mathematical notation indicating the number of times a quantity is multiplied by itself', 'physical strength', 'a state powerful enough to influence events throughout the world', 'energy made available by the flow of electric charge through a conductor', 'a very wealthy or powerful businessman']"
1,POWER,['supply the force or power for the functioning of']
1,PRACTISE,"['engage in a rehearsal (of', 'carry out or practice; as of jobs and professions', 'learn by repetition']"
1,PRACTISED,['skillful after much practice']
1,PRACTISED,"['engage in a rehearsal (of', 'carry out or practice; as of jobs and professions', 'learn by repetition']"
1,PREFER,"['like better; value more highly', 'select as an alternative over another', 'promote over another', 'give preference to one creditor over another']"
1,PREHISTORIC,"['belonging to or existing in times before recorded history', 'of or relating to times before written history', 'no longer fashionable']"
1,PRESENTING,"['give an exhibition of to an interested audience', 'bring forward and present to the mind', 'perform (a play', 'hand over formally', 'introduce', 'give, especially as an honor or reward', 'give as a present; make a gift of', 'deliver (a speech, oration, or idea', 'cause to come to know personally', 'represent abstractly, for example in a painting, drawing, or sculpture', 'present somebody with something, usually to accuse or criticize', 'formally present a debutante, a representative of a country, etc.', 'recognize with a gesture prescribed by a military regulation; assume a prescribed position']"
1,PRESIDENT,"['an executive officer of a firm or corporation', 'the person who holds the office of head of state of the United States government', 'the chief executive of a republic', 'the officer who presides at the meetings of an organization', 'the head administrative officer of a college or university', 'the office of the United States head of state']"
1,PRESSURE,"['the force applied to a unit area of surface; measured in pascals (SI unit', 'cgs unit', 'a force that compels', 'the act of pressing; the exertion of pressure', 'the state of demanding notice or attention', 'the somatic sensation that results from applying force to an area of skin', 'an oppressive condition of physical or mental or social or economic distress', 'the pressure exerted by the atmosphere']"
